Categoria,Titulo,Conteudo,Palavras Chave,URL
Clientes,Easytech vincular titulo de credito no pedido,"VDW0110 – PDV Easytech – Vincular título de crédito no pedido
Tela: VDW0110 – PDV	Corpo: 0001 (01.01)
Descrição do problema:
Como vincular um título de crédito na tela de pedidos da Easytech VDW0110 – PDV.
Descrição da Solução:
O cliente precisa ter um título de crédito criado:
Módulo Financeiro: Contas a Receber → FNW0201 - Contas a Receber
Depois do pedido criado, ir na tela de VDW0005 - Faturamento onde é informado as formas de pagamento:
Módulo Vendas: Faturamento (NF) → VDW0005 – Faturamento
Clicar sobre o pedido e será acionada a tela VDD0083 - Fechamento de Venda:
Na opção forma de Pagamento informar a opção “Crédito Cliente” ou a forma parametrizada conforme acima, com isso o sistema exibe o ícone 
Clicando sobre o ícone 
 é exibida a tela VDD0025 - Créditos do cliente:
Buscar os títulos de crédito, depois clicar no botão utilizar créditos e fechar a tela, dessa forma o pedido já consta vinculado ao título de crédito:","pdv, titulo, credito, pedido, vincular, easytech",https://unoerpwiki.herokuapp.com/pt-br/Easytech-pdv
Clientes,E-NOTAS NFS-e Bo Staefa,"E-Notas NFS-e BO
O BO ENotasNFSeBO tem como finalidade atribuir o municipio de prestação do serviço o Municipio que estiver no endereço de faturamento do pedido e caso esse não esteja preenchido será considerado o endereço de entrega.
Script de inclusão do BO:
REPLACE INTO `sg_bo_custom` (`sistema`,`nome_objeto`,`descricao`,`nome_objeto_custom`) VALUES ('VD','ENotasNFSeBO','Utilização do município do endereço de faturamento.','ENotasNFSeBOEnderecoNF');","bo, enotas, nsf-e, staefa",https://unoerpwiki.herokuapp.com/pt-br/E-notas-nfs-e-Staefa
Clientes,Bo E-notas NFS-e Bo Staefa - Atribuir o município de prestação do serviço,"BO ENotasNFSeBO Staefa - Atribuir o municipio de prestação do serviço
Tela:	Corpo: 
O BO ENotasNFSeBO tem como finalidade atribuir o municipio de prestação do serviço o Municipio que estiver no endereço de faturamento do pedido e caso esse não esteja preenchido será considerado o endereço de entrega.
Script de inclusão do BO:
REPLACE INTO `sg_bo_custom` (`sistema`,`nome_objeto`,`descricao`,`nome_objeto_custom`) VALUES ('VD','ENotasNFSeBO','Utilização do município do endereço de faturamento.','ENotasNFSeBOEnderecoNF'); 
O BO pode ser localizado no cliente Staefa e somente pega o endereço do cadastro do cliente, se definir o endereço apenas no pedido de venda não vai ser acatado.
Abaixo um exemplo:
Como fica na Nota:","e-notas, bo, serviço, nfs-e, staefa, municipio, prestação",https://unoerpwiki.herokuapp.com/pt-br/atribuir-municipio-prestacao
Clientes,Atualização Sorenge,"SGW0025 – Update Sorenge
Tela: SGW0025 – Update Sorenge
Descrição do problema:
Ao atualizar o cliente Sorenge (banco de dados e aplicação) a aplicação fica fora devido ao BI do cliente, sendo necessário executar os passos abaixo para subir a aplicação:
Descrição da Solução:
Após atualizar o banco de dados e aplicar o comando para subir a aplicação é necessário realizar os passos abaixo:
Digitar o comando abaixo para acessar a pasta init.d:
cd /etc/init.d/
Depois de acessar a pasta, digitar os comandos abaixo em sequência:
./biserver stop
./tomcat stop
killall -9 java
./tomcat start
Depois que a aplicação estiver no ar, pode dar start no BI, comando abaixo:
./biserver start","atualização, sorenge",https://unoerpwiki.herokuapp.com/pt-br/update-sorenge
Clientes,Painel NFS-e - Plexus Centralização de emissão de Nfs-e,"SGW0042 - Painel NFS-e – Plexus Centralização de emissão de Nfse
SGW0042 - Painel NFS-e
Parâmetros relacionados
API Key para integração com o parceiro de NFS-e E-Notas
ID Empresa para integração com o parceiro de NFS-e E-notas
A Plexus emite notas de serviços de todas as empresas pela empresa 1, cada empresa tem seus parâmetros e regras porém o faturamento é feito na empresa 1 e exibido o faturamento de todas as empresas na tela da empresa 1.
Foi feito um desenvolvimento, e pela SÉRIE é definido a empresa que será emitido, então o processo de faturamento é feito pela empresa 1 e os dados utilizado para emitir a NF pode ser de outras empresas. 
Via banco de dados é possível visualizar de qual empresa é a série, onde o cod_empresa é onde vai ser gerada a nota (centralizado) e cod_empresa_nf de qual empresa é originado:
Tabela vd_serie:
Por exemplo a série BET ela foi criada na empresa 2 mas o faturamento é centralizado na empresa 1:
Caso seja necessário abrir Ticket no E-notas é necessário identificar de qual série é a nota, para assim identificar de qual empresa ela é originada, pois apesar da centralização do faturamento na empresa 1, cada empresa tem seu API Key e ID distinto:
Por exemplo, foi aberta uma ocorrência sobre a nota da série BET:
Via banco de dados sabemos que a série BET é da empresa 2 cod_empresa_nf:
 (Tabela vd_serie)
Portanto os dado de ID, CNPJ e API Key serão consultados na empresa 2:
Módulo Cadastros Gerais: Cadastros Iniciais → Parâmetros Iniciais → CDW0001 - Parâmetros do Sistema – Módulo Nfs Eletrônica:","centralização, nfs-e, painel, plexus",https://unoerpwiki.herokuapp.com/pt-br/Painel-plexus-centralisacao
Template,Template - Manual em branco kcs,"Modelo KCS Branco
Tela:	Corpo:","kcs, tamplate, branco",https://unoerpwiki.herokuapp.com/pt-br/Suporte/Modelo-kcs-branco
Rejeições NFE,Rejeição: 201 - O número máximo de numeração de NF-e a inutilizar ultrapassou o limite.,"Rejeição

A rejeição 201 ""O número máximo de numeração de NF-e a inutilizar ultrapassou o limite"" ocorre quando se tenta inutilizar mais de 10.000 números de NF-e.

Dicas

Solução 

Para inutilizar todos os números, é preciso fazer mais de um registro. Por exemplo, inutilizar a faixa de 1 a 10.001 e depois a faixa de 10.002 a 10.002. 
Informar um número menor de notas a ser inutilizado. 
Verificar a numeração a ser inutilizada. 

Como consultar o status de uma NF-e inutilizada? 

É possível consultar o status de uma NF-e inutilizada gratuitamente no Portal Nacional da Nota Fiscal Eletrônica (www.nfe.fazenda.gov.br).","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-201
Rejeições NFE,Rejeição: 202 - Falha no reconhecimento da autoria ou integridade do arquivo digital.,"Rejeição
Rejeição: 202 - Falha no reconhecimento da autoria ou integridade do arquivo digital.
Causa
Motivo
Essa rejeição indica uma falha no 'namespace' do arquivo template utilizado para a UF, entretanto, quase sempre trata-se de alguma falha técnica na própria Sefaz.
Exceções
Para essa regra de validação, não há exceções nem observações.
Exemplo
Não há.
Como Resolver no UNO ERP
Para corrigir esse problema, deve se aguardar alguns minutos e reprocessar o arquivo. Caso a situação não seja solucionada, será necessário entrar em contato com a Sefaz do estado emissor.
Referência
www.oobj.com.br/erro-202
Dicas
Erro pode vir em conjunto com outro código, da qual, ao solucionado o outro código, este não seja mais apresentado.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-202
Rejeições NFE,Rejeição: 203 - Emissor não habilitado para emissão de NF-e.,"Rejeição

A rejeição ""Emissor não habilitado para emissão da NF-e"" significa que a empresa não está autorizada pela SEFAZ (Secretaria da Fazenda) do seu estado a emitir a nota fiscal.

Motivos da rejeição 

A empresa está em situação irregular perante o Fisco
O CNPJ da empresa ainda não foi credenciado na SEFAZ
A empresa tem pendências na SEFAZ ou na Receita Federal
Dicas

Como resolver 

Consulte a sua Inscrição Estadual ou CNPJ através do SINTEGRA ou do Cadastro Centralizado de Contribuintes (CCC) 
Entre em contato com o seu contador 
Situação de empresas recém-criadas 
Empresas recém-criadas que ainda estão em processo de cadastramento na SEFAZ podem apresentar esta rejeição. 
Considerações sobre o credenciamento 
Cada estado tem autonomia para trabalhar por conta própria, logo os credenciamentos variam de uma UF para outra.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-203
Rejeições NFE,Rejeição: 204 - Duplicidade de NF-e. OK,"Rejeição

Esta rejeição ocorre quando o número da NF-e já foi autorizado anteriormente na Secretaria da Fazenda (Sefaz), causando o erro de duplicidade

Este erro ocorre também pode acontecer quando a Sefaz passa por uma instabilidade, pois durante a instabilidade a Sefaz autoriza a NF-e mas não retorna como Emitida com sucesso.

Dicas

Dessa forma, apenas siga consultando a nota de tempo em tempo na lupa que fica ao lado direito da nota com o erro em questão 

Caso a sefaz esteja passando por instabilidade, é recomendado consultar a nota de 15 em 15 minutos, para que a mesma não seja bloqueada pela sefaz!","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-204
Rejeições NFE,Rejeição: 205 - NF-e está denegada na base de dados da SEFAZ.,"Rejeição

A rejeição 205 significa que a nota fiscal eletrônica (NF-e) está denegada na base de dados da SEFAZ. Isso acontece quando a numeração da nota já foi utilizada anteriormente e está denegada. 

Motivos para a denegação de uma NF-e 

Problemas com o CNPJ ou Inscrição Estadual da empresa
Irregularidade do CNPJ do destinatário na SEFAZ
Pendências do emitente junto à Secretaria da Fazenda/Receita
Pendências do destinatário junto à SEFAZ, como CPF suspenso ou dívida ativa

O que fazer se houver uma sequência de notas denegadas? 

Caso tenha este retorno com uma sequência de notas, é necessário consultar sua contabilidade e verificar o motivo das notas estarem como denegadas. 

Dicas

Para resolver a rejeição 205, é necessário emitir uma nova nota fiscal com um número diferente.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-205
Rejeições NFE,Rejeição: 206 - NF-e já está inutilizada na base de dados da SEFAZ.,"Rejeição

A rejeição 206 ""NF-e já está inutilizada na base de dados da SEFAZ"" ocorre quando a numeração da nota fiscal já foi inutilizada. Para resolver, é necessário emitir uma nova nota fiscal com um número diferente. 

Por que ocorre a rejeição? 

A rejeição 206 pode ocorrer quando: 

Uma faixa de notas fiscais é inutilizada, mas o sistema emissor não está preparado corretamente 
Uma numeração que já foi inutilizada é reutilizada 
Como consultar as numerações inutilizadas? 
Você pode consultar as numerações inutilizadas no site da SEFAZ do seu estado. 
Dicas

Como resolver? 

Confirme se o número da nota já foi inutilizado consultando o site da SEFAZ 
Emita uma nova nota fiscal com um número diferente. 
Se a rejeição ocorrer em uma sequência de notas, verifique com a contabilidade qual é o próximo número que deve ser emitido.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-206
Rejeições NFE,Rejeição: 207 - CNPJ do emitente inválido.,"Rejeição

A rejeição 207 significa que o CNPJ do emitente é inválido. Isso pode acontecer por vários motivos, como o tamanho do CNPJ, o posicionamento dos números ou o dígito verificador.

Dicas

Para resolver a rejeição 207, você pode: 

Verificar se o CNPJ está correto no sistema
Consultar o site da Receita Federal para verificar se o cadastro está ativo e correto
Verificar se o CNPJ está credenciado como emissor de NF-e, verificar se a situação do CNPJ está habilitada
Verificar se a situação IE está habilitada
Verificar do status do seu cadastro na SEFAZ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-207
Rejeições NFE,Rejeição: 208 - CNPJ do destinatário inválido.,"Rejeição

A rejeição 208 significa que o CNPJ do destinatário está inválido, ou seja, foi informado incorretamente. Isso pode acontecer ao emitir uma nota fiscal eletrônica. 

Causas da rejeição 208 

O CNPJ foi preenchido com zeros
O dígito verificador está incorreto
O número de dígitos do CNPJ é diferente de 14
Dicas

Como resolver a rejeição 208 

Para resolver a rejeição 208, deve informar o CNPJ válido do destinatário, que exista no Sintegra. Depois, basta inutilizar a NFe errada, recarregar a empresa no pedido e faturar novamente.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-208
Rejeições NFE,Rejeição: 209 - IE do emitente inválida.,"Motivos da rejeição

A rejeição 209 ""IE do emitente inválida"" ocorre quando a Inscrição Estadual (IE) do emitente não está válida. Isso pode acontecer por vários motivos, como: 

O código da IE está fora do padrão exigido (entre 2 e 14 caracteres numéricos)
O posicionamento de alguns números está incorreto
O dígito verificador está errado
A IE não está vinculada ao CNPJ
Dicas de correção

Para corrigir esse problema:

Se o erro for no cadastro do cliente:

Precisa validar no cadastro a IE que esta cadastrada de acordo as informações do SINTEGRA:

Para fazer a validação, clique no botão ‘Sintegra’, coloque a UF do cliente e consulte:","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-209
Rejeições NFE,Rejeição: 210 - IE do destinatário inválida.,"Rejeição

Rejeição: IE do destinatário invalida.

Dicas

No cadastro mostra que a IE do cliente do é RJ, mas o endereço definido no pedido é de SP, por este motivo  SEFAZ não valida.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-210
